id,item_id,name,name_en,item_kind,slot,accessory_type,equip_level,description,effects_json,synthesis_effects_json,obtain_methods_json,image_url,source_url,detail_url,created_at,updated_at
98,accessory_yubi_19,まんげつリング,Full Moon Ring,accessory,指アクセサリー,指,,マヒの攻撃に 強くなる 清らかな指輪,"[""マヒガード+50%"", ""おしゃれさ+3"", ""しゅび力+2""]","[""マヒガード+5%"", ""マヒガード+10%"", ""しゅび力+1"", ""しゅび力+2""]","[""なげきムーンのレアドロ"", ""ヘルゴーストのレアドロ"", ""ムーンキメラのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-14.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-14.php,2026-03-12 06:01:23,2026-03-12 06:01:23
99,accessory_yubi_20,はやてのリング,Agility Ring,accessory,指アクセサリー,指,,すばやさを高める 鳥をかたどった 魔法の指輪,"[""すばやさ+6"", ""おしゃれさ+4"", ""しゅび力+2""]","[""しゅび力+1"", ""しゅび力+2"", ""すばやさ+1"", ""すばやさ+2"", ""すばやさ+3""]","[""ベルフェゴルのレアドロ""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-15.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-15.php,2026-03-12 06:01:25,2026-03-12 06:01:25
100,accessory_yubi_21,ピンクパールリング,Pink Pearl Ring,accessory,指アクセサリー,指,,最大MPを高める ピンクの真珠を あしらった指輪,"[""さいだいMP+2"", ""おしゃれさ+5"", ""しゅび力+2""]","[""さいだいMP+1"", ""さいだいMP+2"", ""しゅび力+1"", ""しゅび力+2"", ""おしゃれさ+3"", ""おしゃれさ+5""]","[""ウィッチネイルのレアドロ"", ""ピンクボンボンのレアドロ"", ""ももいろ三姉妹のレアドロ""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-16.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-16.php,2026-03-12 06:01:27,2026-03-12 06:01:27
101,accessory_yubi_22,きんのゆびわ,Gold Ring,accessory,指アクセサリー,指,,守備力を高める 黄金の指輪,"[""しゅび力+2"", ""おしゃれさ+2""]","[""おもさ+1"", ""しゅび力+1"", ""すばやさ+1"", ""きようさ+1"", ""おしゃれさ+1""]","[""ゴールドオークのレアドロ"", ""ごろつきのレアドロ"", ""ひとくいばこのレアドロ"", ""ヴェリのアクセ屋4000G""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-18.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-18.php,2026-03-12 06:01:29,2026-03-12 06:01:29
102,accessory_yubi_23,ゴージャスなゆびわ,Gorgeous Ring,accessory,指アクセサリー,指,,宝石をふんだんに あしらった ド派手な指輪,"[""しゅび力+4"", ""さいだいMP+2"", ""おしゃれさ+4""]","[""合成できない""]","[""ヴェリのアクセ屋5000G""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-20.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-20.php,2026-03-12 06:01:31,2026-03-12 06:01:31
103,accessory_mune_1,アヌビスのブローチ,Anubis' Brooch,accessory,胸アクセサリー,胸,,最大HPと 最大MPがあがる 冥界神のブローチ,"[""さいだいHP+8"", ""さいだいMP+8"", ""おしゃれさ+2""]","[""さいだいHP+3"", ""さいだいHP+4"", ""さいだいMP+3"", ""さいだいMP+4""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-1.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-1.php,2026-03-12 06:02:20,2026-03-12 06:02:20
104,accessory_mune_2,セトのブローチ,Set's Brooch,accessory,胸アクセサリー,胸,,攻撃力と 最大MPがあがる 嵐神のブローチ,"[""さいだいMP+8"", ""こうげき力+5"", ""おしゃれさ+2""]","[""さいだいMP+3"", ""さいだいMP+4"", ""こうげき力+2"", ""こうげき力+3""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-2.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-2.php,2026-03-12 06:02:21,2026-03-12 06:02:21
105,accessory_mune_3,セルケトのブローチ,Serket's Brooch,accessory,胸アクセサリー,胸,,攻撃魔力と 最大HPがあがる 虫神のブローチ,"[""さいだいHP+6"", ""こうげき魔力+10"", ""おしゃれさ+2""]","[""さいだいHP+2"", ""さいだいHP+3"", ""こうげき魔力+4"", ""こうげき魔力+5""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-3.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-3.php,2026-03-12 06:02:24,2026-03-12 06:02:24
106,accessory_mune_4,イシスのブローチ,Isis' Brooch,accessory,胸アクセサリー,胸,,回復魔力と 最大HPがあがる 母神のブローチ,"[""さいだいHP+6"", ""かいふく魔力+10"", ""おしゃれさ+2""]","[""さいだいHP+2"", ""さいだいHP+3"", ""かいふく魔力+4"", ""かいふく魔力+5""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-4.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-4.php,2026-03-12 06:02:26,2026-03-12 06:02:26
107,accessory_mune_5,オシリスのブローチ,Osiris' Brooch,accessory,胸アクセサリー,胸,,おもさと 最大MPがあがる 王神のブローチ,"[""さいだいMP+6"", ""おもさ+4"", ""おしゃれさ+2""]","[""さいだいMP+2"", ""さいだいMP+3"", ""しゅび力+3"", ""おもさ+2""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-5.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-5.php,2026-03-12 06:02:28,2026-03-12 06:02:28
108,accessory_mune_6,バステトのブローチ,Bastet's Brooch,accessory,胸アクセサリー,胸,,おしゃれさと HPMPがあがる 猫神のブローチ,"[""さいだいHP+4"", ""さいだいMP+4"", ""おしゃれさ+8""]","[""さいだいHP+2"", ""さいだいMP+2"", ""おしゃれさ+3"", ""おしゃれさ+4""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-6.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-6.php,2026-03-12 06:02:30,2026-03-12 06:02:30
109,accessory_mune_7,アヌビスのアンク,Anubis' Ankh,accessory,胸アクセサリー,胸,,最大HPと 最大MPがあがる 冥界神のアンク,"[""さいだいHP+10"", ""さいだいMP+10"", ""おしゃれさ+2""]","[""さいだいHP+3"", ""さいだいHP+4"", ""さいだいMP+3"", ""さいだいMP+4""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-7.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-7.php,2026-03-12 06:02:32,2026-03-12 06:02:32
110,accessory_mune_8,セトのアンク,Set's Ankh,accessory,胸アクセサリー,胸,,攻撃力と 最大MPがあがる 嵐神のアンク,"[""さいだいMP+8"", ""こうげき力+7"", ""おしゃれさ+2""]","[""さいだいMP+3"", ""さいだいMP+4"", ""こうげき力+2"", ""こうげき力+3""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-8.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-8.php,2026-03-12 06:02:34,2026-03-12 06:02:34
111,accessory_mune_9,セルケトのアンク,Serket's Ankh,accessory,胸アクセサリー,胸,,攻撃魔力と 最大HPがあがる 虫神のアンク,"[""さいだいHP+6"", ""こうげき魔力+13"", ""おしゃれさ+2""]","[""さいだいHP+2"", ""さいだいHP+3"", ""こうげき魔力+4"", ""こうげき魔力+5""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-9.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-9.php,2026-03-12 06:02:36,2026-03-12 06:02:36
112,accessory_mune_10,イシスのアンク,Isis' Ankh,accessory,胸アクセサリー,胸,,回復魔力と 最大HPがあがる 母神のアンク,"[""さいだいHP+6"", ""かいふく魔力+13"", ""おしゃれさ+2""]","[""さいだいHP+2"", ""さいだいHP+3"", ""かいふく魔力+4"", ""かいふく魔力+5""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-10.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-10.php,2026-03-12 06:02:39,2026-03-12 06:02:39
113,accessory_mune_11,オシリスのアンク,Osiris' Ankh,accessory,胸アクセサリー,胸,,おもさと 最大MPがあがる 王神のアンク,"[""さいだいMP+6"", ""おもさ+8"", ""おしゃれさ+2""]","[""さいだいMP+2"", ""さいだいMP+3"", ""しゅび力+3"", ""おもさ+2""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-11.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-11.php,2026-03-12 06:02:42,2026-03-12 06:02:42
114,accessory_mune_12,バステトのアンク,Bastet's Ankh,accessory,胸アクセサリー,胸,,おしゃれさと HPMPがあがる 猫神のアンク,"[""さいだいHP+6"", ""さいだいMP+6"", ""おしゃれさ+14""]","[""さいだいHP+2"", ""さいだいMP+2"", ""おしゃれさ+3"", ""おしゃれさ+4""]","[""ピラミッドで入手""]",https://draquex.com/akuse/../assets/img-akuse/akuse-mune-12.jpg,https://draquex.com/akuse/0-mune.php,https://draquex.com/akuse/akuse-mune-12.php,2026-03-12 06:02:44,2026-03-12 06:02:44
115,accessory_koshi_1,ハイドラベルト,Loin-Girder,accessory,腰アクセサリー,腰,,ずっしりと重い 五つ首の怪物を 模したベルト,"[""開戦時50％でヘヴィチャージ"", ""さいだいHP+10"", ""おもさ+15"", ""おしゃれさ+1""]","[""さいだいHP+2"", ""さいだいHP+3"", ""おもさ+3"", ""おもさ+4""]","[""キングヒドラの討伐報酬"", ""銀のフェザーチップ4枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kosi-1.jpg,https://draquex.com/akuse/0-kosi.php,https://draquex.com/akuse/akuse-kosi-1.php,2026-03-12 06:03:36,2026-03-12 06:03:36
116,accessory_koshi_2,剛勇のベルト,Bravery Belt,accessory,腰アクセサリー,腰,,ヘヴィチャージが かかりやすい 超重量級ベルト,"[""開戦時50%でヘヴィチャージ"", ""開戦時10%天使の守り(試合無効)"", ""さいだいHP+16"", ""おしゃれさ+1"", ""おもさ+23""]","[""さいだいHP+1"", ""さいだいHP+2"", ""さいだいHP+3"", ""こうげき力+2"", ""こうげき力+3"", ""こうげき力+4"", ""おもさ+1"", ""おもさ+2"", ""おもさ+3"", ""開戦時20%でヘヴィチャージ"", ""開戦時25％でヘヴィチャージ"", ""開戦時5％で天使の守り"", ""開戦時7％で天使の守り""]","[""ゴレオン将軍の討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kosi-6.jpg,https://draquex.com/akuse/0-kosi.php,https://draquex.com/akuse/akuse-kosi-6.php,2026-03-12 06:03:38,2026-03-12 06:03:38
117,accessory_koshi_3,輝石のベルト,Augite Belt,accessory,腰アクセサリー,腰,,とりどりの宝石が さまざまな効果を 生み出すベルト,"[""おしゃれさ+3"", ""様々な効果がランダムで付いています""]","[""合成できない""]","[""王家の迷宮でうつしよの箱から出る""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kosi-2.jpg,https://draquex.com/akuse/0-kosi.php,https://draquex.com/akuse/akuse-kosi-2.php,2026-03-12 06:03:41,2026-03-12 06:03:41
118,accessory_koshi_4,戦神のベルト,War Deity Belt,accessory,腰アクセサリー,腰,,荒ぶる戦神の ちからを秘めた 恐るべきベルト,"[""いろいろ""]","[""合成できない""]","[""邪神の宮殿のクリア報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kosi-3.jpg,https://draquex.com/akuse/0-kosi.php,https://draquex.com/akuse/akuse-kosi-3.php,2026-03-12 06:03:43,2026-03-12 06:03:43
119,accessory_koshi_5,隠者のベルト,Hermit's Belt,accessory,腰アクセサリー,腰,,気配を絶ち 不意をつく確率を 高めるベルト,"[""不意をつく確率+2%""]","[""不意をつく確率+1%"", ""さいだいHP+1"", ""さいだいHP+2"", ""さいだいMP+1"", ""さいだいMP+2"", ""しゅび力+1"", ""しゅび力+2""]","[""パンドラチェストのレアドロ""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kosi-4.jpg,https://draquex.com/akuse/0-kosi.php,https://draquex.com/akuse/akuse-kosi-4.php,2026-03-12 06:03:45,2026-03-12 06:03:45
120,accessory_koshi_6,おしゃれなベルト,Bling-Bling Belt,accessory,腰アクセサリー,腰,,おしゃれさが 少し上がる 趣味のよいベルト,"[""なし""]","[""しゅび力+1"", ""すばやさ+1"", ""きようさ+1"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""プリーストナイトのレアドロ""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kosi-5.jpg,https://draquex.com/akuse/0-kosi.php,https://draquex.com/akuse/akuse-kosi-5.php,2026-03-12 06:03:48,2026-03-12 06:03:48
121,accessory_fuda_1,しんぴのカード,Ace of Spoils,accessory,札アクセサリー,札,,パラメーター上昇の 効果が合成で付く 不思議なカード,"[""おしゃれさ+2""]","[""さいだいHP+2"", ""さいだいHP+4"", ""さいだいMP+2"", ""さいだいMP+4"", ""こうげき力+1"", ""こうげき力+2"", ""しゅび力+2"", ""しゅび力+4"", ""すばやさ+2"", ""すばやさ+4"", ""きようさ+2"", ""きようさ+4"", ""おしゃれさ+2"", ""おしゃれさ+4"", ""おもさ+1"", ""おもさ+2"", ""こうげき魔力+2"", ""こうげき魔力+4"", ""かいふく魔力+2"", ""かいふく魔力+4""]","[""カジノの景品(3000枚)""]",https://draquex.com/akuse/../assets/img-akuse/akuse-fuda-1.jpg,https://draquex.com/akuse/0-fuda.php,https://draquex.com/akuse/akuse-fuda-1.php,2026-03-12 06:04:42,2026-03-12 06:04:42
122,accessory_fuda_2,不思議のカード,Ace of Wonders,accessory,札アクセサリー,札,,大中小の魔法円が さまざまな効果を 生み出すカード,"[""-""]","[""さいだいHP+23"", ""さいだいMP+23"", ""こうげき力+13"", ""しゅび力+23"", ""すばやさ+23"", ""きようさ+23"", ""おしゃれ+23"", ""おもさ+13"", ""こうげき魔力+23"", ""かいふく魔力+23""]","[""不思議の魔塔でもらう""]",https://draquex.com/akuse/../assets/img-akuse/akuse-fuda-2.jpg,https://draquex.com/akuse/0-fuda.php,https://draquex.com/akuse/akuse-fuda-2.php,2026-03-12 06:04:45,2026-03-12 06:04:45
123,accessory_hoka_1,大地の竜玉,Earthwyrm's Eye,accessory,他アクセサリー,他,,大地の力を秘めた 最大HPを高める ドラゴンの宝玉,"[""さいだいHP+25"", ""しゅび力+5"", ""おしゃれさ+8""]","[""さいだいHP+3"", ""さいだいHP+4"", ""さいだいHP+5""]","[""ドラゴンガイアの討伐報酬"", ""銀のフェザーチップ4枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-1.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-1.php,2026-03-12 06:05:46,2026-03-12 06:05:46
124,accessory_hoka_2,大地の大竜玉,Earthwyrm's Jewel,accessory,他アクセサリー,他,,土竜族に伝わる 最大HPが高まる 門外不出の秘宝,"[""さいだいHP+30"", ""しゅび力+8"", ""おしゃれさ+8""]","[""さいだいHP+3"", ""さいだいHP+4"", ""さいだいHP+5""]","[""ドン・モグーラの討伐報酬"", ""銀のフェザーチップ12枚"", ""アスフェルド光章20個"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-2.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-2.php,2026-03-12 06:05:48,2026-03-12 06:05:48
125,accessory_hoka_3,紫竜の煌玉,Dragonic Orb,accessory,他アクセサリー,他,,最大HPが 大きく高まる 竜たちの至宝,"[""さいだいHP+50"", ""しゅび力+12"", ""おしゃれさ+8""]","[""さいだいHP+1"", ""さいだいHP+2"", ""さいだいHP+3"", ""さいだいHP+4"", ""さいだいHP+5""]","[""アンドレアルの討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-14.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-14.php,2026-03-12 06:05:50,2026-03-12 06:05:50
126,accessory_hoka_4,幸運のおまもり,Good Luck Charm,accessory,他アクセサリー,他,,幸運をよびよせ レアドロップ率を 高めるおまもり,"[""レアドロップ率1.1倍"", ""おしゃれさ+2""]","[""レアドロップ率1.1倍"", ""きようさ+1""]","[""カジノの景品(30万枚)"", ""おみくじボックス(超大吉)"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-13.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-13.php,2026-03-12 06:05:52,2026-03-12 06:05:52
127,accessory_hoka_5,ビーナスのなみだ,Venus' Tear,accessory,他アクセサリー,他,,風や雷の 攻撃に強くなる 青く美しい宝石,"[""風ダメージ20%減"", ""雷ダメージ20%減"", ""おしゃれさ+25"", ""しゅび力+2""]","[""風ダメージ3%減"", ""雷ダメージ3%減"", ""さいだいHP+2"", ""おしゃれさ+4""]","[""アモデウスのレアドロ"", ""カーディナルナイトのレアドロ"", ""ジラフシスターのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-6.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-6.php,2026-03-12 06:05:54,2026-03-12 06:05:54
128,accessory_hoka_6,風雷のいんろう,Thunderstorm Inro,accessory,他アクセサリー,他,,風や雷の 攻撃に強くなる 古風ないんろう,"[""風ダメージ26%減"", ""雷ダメージ26%減"", ""おしゃれさ+35"", ""しゅび力+5""]","[""HPとすばやさ+3"", ""HPとすばやさ+4"", ""HPときようさ+3"", ""HPときようさ+4"", ""HPとおもさ+2"", ""HPとおもさ+3"", ""こうげき力+2"", ""こうげき力+3"", ""すばやさときようさ+4"", ""すばやさときようさ+5""]","[""輪王ザルトラの討伐報酬"", ""銀のフェザーチップ12枚"", ""アスフェルド光章2個(1回のみ)"", ""アスフェルド大光章2個(1回のみ)"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-3.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-3.php,2026-03-12 06:05:57,2026-03-12 06:05:57
129,accessory_hoka_7,竜のおまもり,Lucky Dragon's Wing,accessory,他アクセサリー,他,,炎や光の攻撃に 強くなる 武骨なお守り,"[""炎ダメージ20%減"", ""光ダメージ20%減"", ""おしゃれさ+8"", ""しゅび力+5""]","[""炎ダメージ3%減"", ""光ダメージ3%減"", ""さいだいHP+2"", ""おしゃれさ+4""]","[""アックスドラゴンのレアドロ"", ""ガメゴンレジェンドのレアドロ"", ""ドラゴメタルのレアドロ"", ""ファンキードラゴのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-7.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-7.php,2026-03-12 06:05:59,2026-03-12 06:05:59
130,accessory_hoka_8,炎光の勾玉,Firelight Jewel,accessory,他アクセサリー,他,,炎や光の攻撃に 強くなる 守りの勾玉,"[""炎ダメージ26%減"", ""光ダメージ26%減"", ""おしゃれさ+35"", ""しゅび力+5""]","[""HPとすばやさ+3"", ""HPとすばやさ+4"", ""HPときようさ+3"", ""HPときようさ+4"", ""HPとおもさ+2"", ""HPとおもさ+3"", ""こうげき力+2"", ""こうげき力+3"", ""すばやさときようさ+4"", ""すばやさときようさ+5""]","[""震王ジュノーガの討伐報酬"", ""銀のフェザーチップ12枚"", ""アスフェルド光章2個(1回のみ)"", ""アスフェルド大光章2個(1回のみ)"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-4.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-4.php,2026-03-12 06:06:02,2026-03-12 06:06:02
131,accessory_hoka_9,ロイヤルチャーム,Sovereign Seal,accessory,他アクセサリー,他,,氷や闇の攻撃に 強くなる 由緒あるチャーム,"[""氷ダメージ20%減"", ""闇ダメージ20%減"", ""しゅび力+3"", ""おしゃれさ+10""]","[""氷ダメージ3%減"", ""闇ダメージ3%減"", ""さいだいHP+2"", ""おしゃれさ+4""]","[""しにがみのきしのレアドロ"", ""シュバルツシュルトのレアドロ"", ""ブリザードマンのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-8.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-8.php,2026-03-12 06:06:08,2026-03-12 06:06:08
132,accessory_hoka_10,氷闇の月飾り,Icy Dark Moon,accessory,他アクセサリー,他,,氷や闇の 攻撃に強くなる 神秘的な月飾り,"[""氷ダメージ26%減"", ""闇ダメージ26%減"", ""おしゃれさ+35"", ""しゅび力+5""]","[""HPとすばやさ+3"", ""HPとすばやさ+4"", ""HPときようさ+3"", ""HPときようさ+4"", ""HPとおもさ+2"", ""HPとおもさ+3"", ""こうげき力+2"", ""こうげき力+3"", ""すばやさときようさ+4"", ""すばやさときようさ+5""]","[""剣王ガルドリオンの討伐報酬"", ""銀のフェザーチップ12枚"", ""アスフェルド光章2個(1回のみ)"", ""アスフェルド大光章2個(1回のみ)"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-5.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-5.php,2026-03-12 06:06:11,2026-03-12 06:06:11
133,accessory_hoka_11,パワーチャーム,Titan Belt,accessory,他アクセサリー,他,,攻撃力を高める マッチョなかざり,"[""こうげき力+5"", ""おしゃれさ+4""]","[""さいだいHP+1"", ""さいだいHP+2"", ""こうげき力+1"", ""こうげき力+2"", ""こうげき力+3""]","[""小さなメダル20枚で交換""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-9.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-9.php,2026-03-12 06:06:13,2026-03-12 06:06:13
134,accessory_hoka_12,うさぎのおまもり,Bunny Tail,accessory,他アクセサリー,他,,すばやさを高める うさぎの毛で 作られたお守り,"[""すばやさ+2"", ""おしゃれさ+2""]","[""さいだいHP+1"", ""さいだいHP+2"", ""さいだいMP+1"", ""さいだいMP+2"", ""しゅび力+1"", ""しゅび力+2"", ""すばやさ+1"", ""すばやさ+2"", ""すばやさ+3"", ""すばやさ+4"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""アルミラージのレアドロ""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-10.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-10.php,2026-03-12 06:06:16,2026-03-12 06:06:16
135,accessory_hoka_13,ひきよせのすず,Beckoning Bell,accessory,他アクセサリー,他,,戦闘時に敵から 狙われやすくなる やっかいな鈴,"[""戦いで魔物にねらわれやすくなる"", ""おしゃれさ+3""]","[""さいだいHP+1"", ""さいだいHP+2"", ""こうげき力+1"", ""こうげき力+2"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""おしゃれさ+3"", ""おしゃれさ+4""]","[""小さなメダル15枚で交換""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-11.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-11.php,2026-03-12 06:06:18,2026-03-12 06:06:18
136,accessory_hoka_14,まよけのすず,Banishing Bell,accessory,他アクセサリー,他,,戦闘時に敵から 狙われにくくなる ありがたい鈴,"[""戦いで魔物にねらわれにくくなる"", ""おしゃれさ+3""]","[""さいだいHP+1"", ""さいだいHP+2"", ""こうげき力+1"", ""こうげき力+2"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""おしゃれさ+3"", ""おしゃれさ+4""]","[""小さなメダル15枚で交換""]",https://draquex.com/akuse/../assets/img-akuse/akuse-hoka-12.jpg,https://draquex.com/akuse/0-hoka.php,https://draquex.com/akuse/akuse-hoka-12.php,2026-03-12 06:06:21,2026-03-12 06:06:21
137,accessory_monsyou_1,ハルファスの紋章,Halphas Crest,accessory,紋章,紋章,,攻撃力と 最大HPが上がる 魔神の紋章,"[""さいだいHP+10"", ""こうげき力+5""]","[""こうげき力とすばやさ+1"", ""こうげき力とすばやさ+2"", ""こうげき力とすばやさ+3"", ""こうげき力とすばやさ+4"", ""こうげき力とすばやさ+5"", ""こうげき力ときようさ+1"", ""こうげき力ときようさ+2"", ""こうげき力ときようさ+3"", ""こうげき力ときようさ+4"", ""こうげき力ときようさ+5"", ""こうげき力としゅび力+1"", ""こうげき力としゅび力+2"", ""こうげき力としゅび力+3"", ""こうげき力としゅび力+4"", ""こうげき力としゅび力+5""]","[""万魔の塔の報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-monsyou-2.jpg,https://draquex.com/akuse/0-monsyou.php,https://draquex.com/akuse/akuse-monsyou-2.php,2026-03-12 06:07:14,2026-03-12 06:07:14
