id,item_id,name,name_en,item_kind,slot,accessory_type,equip_level,weight,attack,defense,max_hp,max_mp,charm,agility,dexterity,magic_attack,healing_power,description,effects_json,synthesis_effects_json,obtain_methods_json,image_url,source_url,detail_url,created_at,updated_at
61,accessory_kubi_2,忠誠のチョーカー,"Champion's Choker",accessory,首アクセサリー,首,,,10,,3,,6,,,,,"戦神の加護で 攻撃力が高まる 至高の首かざり",[],"[""こうげき力+2"", ""こうげき力+3"", ""こうげき力+5"", ""さいだいHP+1"", ""さいだいHP+2""]","[""伝説の三悪魔の討伐報酬"", ""銀のフェザーチップ12枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-4.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-4.php,"2026-03-12 05:59:16","2026-05-04 17:56:53"
62,accessory_kubi_3,ラストチョーカー,"Ultimate Choker",accessory,首アクセサリー,首,,,30,,11,,6,,,,,"進化の秘宝により 攻撃力が究極に 高まる首かざり",[],"[""こうげき力+6"", ""こうげき力+7"", ""こうげき力+8"", ""こうげき力+9"", ""こうげき力+10""]","[""コインボス「究極エビルプリースト」の討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-19.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-19.php,"2026-03-12 05:59:18","2026-05-04 17:56:53"
63,accessory_kubi_4,幻界王の首かざり,"Dreadful Necklace",accessory,首アクセサリー,首,,,,25,45,,5,,,,,"強さを低下する 攻撃から身を守る 不思議な首かざり","[""各弱体系耐性+50%""]","[""さいだいHP+3"", ""さいだいHP+5"", ""各弱体系耐性25%"", ""各弱体系耐性20%"", ""各弱体系耐性15%"", ""各弱体系耐性10%""]","[""コインボス「真・幻界諸侯」の討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-18.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-18.php,"2026-03-12 05:59:20","2026-05-04 17:56:53"
64,accessory_kubi_5,銀のロザリオ,"Silver Rosary",accessory,首アクセサリー,首,,,,2,,,4,,,,2,"死の寸前たまに HP1で生き残る 神聖な銀のお守り","[""致死ダメージ時10％で生存""]","[""致死ダメージ時生存確率+5%"", ""さいだいHP+2"", ""さいだいHP+3"", ""しゅび力+3"", ""さいだいHP+4""]","[""ベリアルの討伐報酬"", ""銀のフェザーチップ4枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-1.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-1.php,"2026-03-12 05:59:22","2026-05-04 17:56:53"
65,accessory_kubi_6,金のロザリオ,"Gold Rosary",accessory,首アクセサリー,首,,,3,2,5,,5,,,,5,"死の寸前HP1で 意外と生き残る 神聖な金のお守り","[""致死ダメージ時20％で生存""]","[""さいだいHP+2"", ""さいだいHP+3"", ""こうげき力+3"", ""こうげき力+5"", ""しゅび力+5""]","[""牙王ゴースネルの討伐報酬"", ""銀のフェザーチップ12枚"", ""アスフェルド光章2個(1回のみ)"", ""アスフェルド大光章2個(1回のみ)"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-5.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-5.php,"2026-03-12 05:59:24","2026-05-04 17:56:53"
66,accessory_kubi_7,魔王のネックレス,"Sock-It Locket",accessory,首アクセサリー,首,,,,,,,2,,,25,,"おそるべき 攻撃魔力を宿した ネックレス",[],"[""こうげき魔力+3"", ""こうげき魔力+5"", ""さいだいMP+2"", ""さいだいMP+3""]","[""バラモスの討伐報酬"", ""銀のフェザーチップ4枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-2.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-2.php,"2026-03-12 05:59:26","2026-05-04 17:56:53"
67,accessory_kubi_8,智謀の首かざり,"Wisdom Necklace",accessory,首アクセサリー,首,,,,,,,4,,,,,"とてつもない 攻撃魔力を宿した ネックレス","[""攻撃魔力+50""]","[""炎の攻撃ダメージ+0.5％"", ""炎の攻撃ダメージ+1％"", ""氷の攻撃ダメージ+0.5％"", ""氷の攻撃ダメージ+1％"", ""風の攻撃ダメージ+0.5％"", ""風の攻撃ダメージ+1％"", ""雷の攻撃ダメージ+0.5％"", ""雷の攻撃ダメージ+1％"", ""土の攻撃ダメージ+0.5％"", ""土の攻撃ダメージ+1％"", ""光の攻撃ダメージ+0.5％"", ""光の攻撃ダメージ+1％"", ""闇の攻撃ダメージ+0.5％"", ""闇の攻撃ダメージ+1％""]","[""ゲルニック将軍の討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-15.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-15.php,"2026-03-12 05:59:28","2026-05-04 17:56:53"
68,accessory_kubi_9,竜のうろこ,"Dragon Scale",accessory,首アクセサリー,首,,,3,3,5,,5,,,,,"敵からの攻撃に 打たれ強くなる 首かざり","[""受けるダメージを30軽減する""]","[""さいだいHP+2"", ""さいだいHP+3"", ""こうげき力+3"", ""こうげき力+5"", ""しゅび力+5""]","[""ドラゴンの討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-16.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-16.php,"2026-03-12 05:59:30","2026-05-04 17:56:53"
69,accessory_kubi_10,赤竜の首かざり,"Spitzfire Strand",accessory,首アクセサリー,首,,,18,18,14,,5,,,,,"敵からの攻撃に さらに強くなった 首かざり",[],"[""さいだいHP+2"", ""さいだいHP+3"", ""こうげき力+3"", ""こうげき力+5"", ""しゅび力+5""]","[""コインボス「人食い火竜」の討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-20.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-20.php,"2026-03-12 05:59:32","2026-05-04 17:56:53"
70,accessory_kubi_11,おうじょのあい,"Princess' Pledge",accessory,首アクセサリー,首,,1,,,,,1,,,,,"ある国の王女の 愛がこめられた ペンダント",[],"[""レアドロップ率1.1倍"", ""転生モンスター出現率1.1倍"", ""メタル系モンスター出現率1.1倍""]","[""コインボス「ドラゴン」を倒したときに手に入る竜のうろこの破片を300個で交換""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-17.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-17.php,"2026-03-12 05:59:34","2026-05-04 17:56:53"
71,accessory_kubi_12,木彫りのロザリオ,"Wood Carved Rosary",accessory,首アクセサリー,首,,,,2,,,2,,,,2,"死の寸前まれに HP1で生き残る 神聖な木彫り細工","[""致死ダメージ時5%で生存""]","[""さいだいHP+1"", ""さいだいHP+2"", ""さいだいHP+3"", ""しゅび力+3"", ""しゅび力+4"", ""致死ダメージや即死効果時に生き残る確率+5%""]","[""小さなメダル15枚で交換""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-8.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-8.php,"2026-03-12 05:59:36","2026-05-04 17:56:53"
72,accessory_kubi_13,ラッキーペンダント,"Lucky Pendant",accessory,首アクセサリー,首,,,,2,,,4,,,,,"強さを低下させる さまざまな攻撃に 強くなる首かざり","[""各弱体系耐性+10%""]","[""さいだいHP+1"", ""しゅび力+1"", ""しゅび力+2"", ""能力弱体系状態異常耐性+3%"", ""能力弱体系状態異常耐性+5%""]","[""おにこんぼうのレアドロ"", ""ズッキーニャのレアドロ"", ""ぶっちズキーニャのレアドロ"", ""ユキフルのレアドロ""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-6.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-6.php,"2026-03-12 05:59:38","2026-05-04 17:56:53"
73,accessory_kubi_14,ちからのペンダント,Wrecklace,accessory,首アクセサリー,首,,,5,,,,,,,,,"攻撃力を高める 闘魂を込めた ルビーの首かざり",[],"[""さいだいHP+1"", ""さいだいHP+2"", ""こうげき力+1"", ""こうげき力+2""]","[""小さなメダル15枚で交換""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-7.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-7.php,"2026-03-12 05:59:42","2026-05-04 17:56:53"
74,accessory_kubi_15,命のネックレス,"Block-It Locket",accessory,首アクセサリー,首,,,,2,2,,2,,,,,"最大HPが増え 戦闘後にHPを 少し回復","[""戦闘勝利時にHPが3～7回復""]","[""さいだいHP+1"", ""さいだいHP+2"", ""さいだいHP+3"", ""しゅび力+1"", ""しゅび力+2"", ""戦闘勝利時にHP回復+2""]","[""小さなメダル20枚で交換""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-9.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-9.php,"2026-03-12 05:59:45","2026-05-04 17:56:53"
75,accessory_kubi_16,ちょうネクタイ,"Bow Tie",accessory,首アクセサリー,首,,,,2,,,10,,,,,"夜会などで 紳士が身につける しゃれたネクタイ",[],"[""しゅび力+1"", ""すばやさ+1"", ""きようさ+1"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""おしゃれさ+3"", ""おしゃれさ+4"", ""おしゃれさ+5""]","[""ヴェリのアクセ屋5000G""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-10.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-10.php,"2026-03-12 05:59:47","2026-05-04 17:56:53"
76,accessory_kubi_17,きんのネックレス,"Gold Chain",accessory,首アクセサリー,首,,,,2,3,,,,,,,"HPが増える 金の鎖でできた 派手なネックレス",[],"[""さいだいHP+1"", ""しゅび力+1"", ""おもさ+1"", ""おもさ+2""]","[""ミミックのレアドロ"", ""わかめ王子のレアドロ"", ""ヴェリのアクセ屋5000G""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-11.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-11.php,"2026-03-12 05:59:48","2026-05-04 17:56:53"
77,accessory_kubi_18,ようせいの首かざり,"Papillon Pendant",accessory,首アクセサリー,首,,,,2,2,2,5,,,,,"HPとMPが増え MP吸収の攻撃に 強くなる首かざり","[""MP吸収ガード+25%""]","[""しゅび力+1"", ""しゅび力+2"", ""MP吸収ガード+5%"", ""MP吸収ガード+10%""]","[""オリエンタシスのレアドロ"", ""サイクロプスのレアドロ""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-12.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-12.php,"2026-03-12 05:59:50","2026-05-04 17:56:53"
78,accessory_kubi_19,ハートのペンダント,"Heart Pendant",accessory,首アクセサリー,首,,,,,2,,,,,,,"HPが増える くじけない心が 宿る首かざり",[],"[""さいだいHP+1"", ""さいだいHP+2"", ""さいだいHP+3"", ""しゅび力+1"", ""しゅび力+2"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""ベホマスライムのレアドロ""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-13.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-13.php,"2026-03-12 05:59:52","2026-05-04 17:56:53"
79,accessory_kubi_20,まもりのペンダント,"Adamant Pendant",accessory,首アクセサリー,首,,,,6,,,3,,,,,"守備力を高める 祈りを込めた ルビーの首かざり",[],"[""さいだいHP+1"", ""さいだいHP+2"", ""しゅび力+1"", ""しゅび力+2"", ""しゅび力+3""]","[""小さなメダル20枚で交換""]",https://draquex.com/akuse/../assets/img-akuse/akuse-kubi-14.jpg,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-14.php,"2026-03-12 05:59:55","2026-05-04 17:56:53"
80,accessory_yubi_1,聖守護者のゆびわ,"Sentinel's Ring",accessory,指アクセサリー,指,,,,1,,,1,,,,,"聖守護者の加護で 悪い効果から 守ってくれる指輪",[],"[""眠りガード+20％"", ""眠りガード+30％"", ""幻惑ガード+20％"", ""幻惑ガード+30％"", ""マヒガード+20％"", ""マヒガード+30％"", ""呪いガード+20％"", ""呪いガード+30％"", ""混乱ガード+20％"", ""混乱ガード+30％"", ""即死ガード+20％"", ""即死ガード+30％"", ""封印ガード+20％"", ""封印ガード+30％"", ""どくガード+20％"", ""どくガード+30％""]","[""○○水晶の羽根10個と交換""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-19.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-19.php,"2026-03-12 06:00:42","2026-05-04 17:56:53"
81,accessory_yubi_2,断罪のゆびわ,"Judgment Ring",accessory,指アクセサリー,指,,,,,,,1,,,,,"さまざまな効果を 付けて強化できる 天使の指輪",[],,"[""赤のラクリマは深淵の咎人たちのボス『厭悪のルベランギス』を倒すと手に入ります""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-21.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-21.php,"2026-03-12 06:00:44","2026-05-04 17:56:53"
82,accessory_yubi_3,幻界闘士のゆびわ,"Phantom Fighter Ring",accessory,指アクセサリー,指,,,6,,,,2,,,,,"攻撃力を高め 攻撃力アップの 時間ものばす指輪","[""攻撃力アップの時間が5秒増加""]","[""こうげき力アップの効果が3秒増加"", ""こうげき力アップの効果が4秒増加"", ""こうげき力アップの効果が5秒増加"", ""こうげき力+2""]","[""幻界の四諸侯の討伐報酬"", ""銀のフェザーチップ4枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-2.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-2.php,"2026-03-12 06:00:46","2026-05-04 17:56:53"
83,accessory_yubi_4,幻界導師のゆびわ,"Phantom Priest Ring",accessory,指アクセサリー,指,,,,,,,2,,,6,,"攻撃魔力を高め 呪文威力アップの 時間ものばす指輪","[""呪文威力アップの時間が5秒増加""]","[""呪文威力アップの効果が3秒増加"", ""呪文威力アップの効果が4秒増加"", ""呪文威力アップの効果が5秒増加"", ""こうげき魔力+2""]","[""幻界の四諸侯の討伐報酬"", ""銀のフェザーチップ4枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-3.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-3.php,"2026-03-12 06:00:48","2026-05-04 17:56:53"
84,accessory_yubi_5,武刃将軍のゆびわ,"Warrior General Ring",accessory,指アクセサリー,指,,,10,,2,,,,,,,"攻撃力系の さまざまな効果が 付与された指輪","[""攻撃力アップの時間が15秒増加"", ""行動時3.0%でバイシオン""]","[""行動時1.0%でバイシオン"", ""行動時2.0%でバイシオン"", ""行動時3.0%でバイシオン"", ""さいだいHP+1"", ""さいだいHP+2""]","[""スライムジェネラルの討伐報酬"", ""銀のフェザーチップ12枚"", ""アスフェルド光章2個(1回のみ)"", ""アスフェルド大光章2個(1回のみ)""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-4.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-4.php,"2026-03-12 06:00:52","2026-05-04 17:56:53"
85,accessory_yubi_6,魔導将軍のゆびわ,"Mage General Ring",accessory,指アクセサリー,指,,,,,2,,,,,10,,"攻撃魔力系の さまざまな効果が 付与された指輪","[""呪文威力アップの時間が15秒増加"", ""行動時3.0%で早詠みの杖""]","[""行動時1.0%で早詠みの杖"", ""行動時2.0%で早詠みの杖"", ""行動時3.0%で早詠みの杖"", ""さいだいHP+1"", ""さいだいHP+2""]","[""スライムジェネラルの討伐報酬"", ""銀のフェザーチップ12枚"", ""アスフェルド光章2個(1回のみ)"", ""アスフェルド大光章2個(1回のみ)""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-5.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-5.php,"2026-03-12 06:00:54","2026-05-04 17:56:53"
86,accessory_yubi_7,軍神のゆびわ,"War Hero's Ring",accessory,指アクセサリー,指,,,12,,8,,,,,,,"攻撃力系の さまざまな効果が 付与された指輪","[""攻撃力アップの時間が20秒増加"", ""行動時12%でバイシオン""]","[""死亡時5%で攻撃力上昇が残る"", ""死亡時8%で攻撃力上昇が残る"", ""死亡時10%で攻撃力上昇が残る"", ""開戦時60%でバイシオン"", ""開戦時80%でバイシオン"", ""開戦時100%でバイシオン""]","[""コインボス「タイムマスター」の討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-22.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-22.php,"2026-03-12 06:00:56","2026-05-04 17:56:53"
87,accessory_yubi_8,神智のゆびわ,"Ring of Omnipotence",accessory,指アクセサリー,指,,,,,8,,,,,12,,"攻撃魔力系の さまざまな効果が 付与された指輪","[""呪文威力アップの時間が20秒増加"", ""行動時12%で早詠みの杖""]","[""死亡時5%で呪文威力上昇が残る"", ""死亡時8%で呪文威力上昇が残る"", ""死亡時10%で呪文威力上昇が残る"", ""死亡時5%で詠唱時間短縮が残る"", ""死亡時8%で詠唱時間短縮が残る"", ""死亡時10%で詠唱時間短縮が残る"", ""開戦時60%で早詠みの杖"", ""開戦時80%で早詠みの杖"", ""開戦時100%で早詠みの杖""]","[""コインボス「タイムマスター」の討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-23.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-23.php,"2026-03-12 06:00:58","2026-05-04 17:56:53"
88,accessory_yubi_9,ひらめきのゆびわ,"Sorcerer's Stone",accessory,指アクセサリー,指,,,,2,,2,4,,,,,"最大MPが増え 戦闘後にMPを ちょっぴり回復","[""戦闘勝利時にMPが1～3回復""]","[""戦闘勝利時にMP回復+1"", ""さいだいMP+1"", ""さいだいMP+2"", ""さいだいMP+3"", ""さいだいMP+4""]","[""小さなメダル30枚で交換""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-17.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-17.php,"2026-03-12 06:01:00","2026-05-04 17:56:53"
89,accessory_yubi_10,ソーサリーリング,"Sorcerer's Ring",accessory,指アクセサリー,指,,,,2,,5,5,,,,,"最大MPが増え 戦闘後にMPを 少し回復する指輪","[""戦闘勝利時にMPが3～5回復""]","[""戦闘勝利時にMP回復+1"", ""さいだいMP+2"", ""さいだいMP+3"", ""さいだいMP+4""]","[""バズズの討伐報酬"", ""銀のフェザーチップ4枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-1.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-1.php,"2026-03-12 06:01:03","2026-05-04 17:56:53"
90,accessory_yubi_11,ちからのゆびわ,"Strength Ring",accessory,指アクセサリー,指,,,2,2,,,2,,,,,"攻撃力を高める 闘気の宿った 不思議な指輪",[],"[""こうげき力+1"", ""こうげき力+2"", ""こうげき力+3"", ""さいだいHP+1"", ""さいだいHP+2""]","[""じごくのドアボーイのレアドロ"", ""とうぞくこぞうのレアドロ"", ""トロルキングのレアドロ"", ""ボストロールのレアドロ""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-6.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-6.php,"2026-03-12 06:01:05","2026-05-04 17:56:53"
91,accessory_yubi_12,聖印のゆびわ,"Endure Ring",accessory,指アクセサリー,指,,,,2,,,5,,,,,"死の攻撃に強い 聖なるチカラを 宿した指輪","[""即死ガード+50%""]","[""即死ガード+5%"", ""即死ガード+10%"", ""しゅび力+1"", ""しゅび力+2""]","[""しにがみきぞく・強のレアドロ"", ""シャドーノーブルのレアドロ"", ""ゼブラマンティスのレアドロ"", ""ツンドラキーのレアドロ"", ""とこよアゲハのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-7.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-7.php,"2026-03-12 06:01:07","2026-05-04 17:56:53"
92,accessory_yubi_13,はくあいのゆびわ,"Care Ring",accessory,指アクセサリー,指,,,,2,,5,5,,,,,"最大MPが増え 特技封じや 魔封じに強い指輪","[""封印ガード+50%""]","[""封印ガード+5%"", ""封印ガード+10%"", ""しゅび力+1"", ""しゅび力+2""]","[""キングエレファントのレアドロ"", ""スマイルリザードのレアドロ"", ""リトルライバーンのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-8.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-8.php,"2026-03-12 06:01:10","2026-05-04 17:56:53"
93,accessory_yubi_14,めざましリング,"Rousing Ring",accessory,指アクセサリー,指,,,,2,,,3,,,,,"ねむりの攻撃に 強くなる 不思議な指輪","[""眠りガード+50%""]","[""眠りガード+5%"", ""眠りガード+10%"", ""しゅび力+1"", ""しゅび力+2""]","[""おばけキノコのレアドロ"", ""ゴールデンコーンのレアドロ"", ""サンダーフロッグのレアドロ"", ""デスマーキュリーのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-9.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-9.php,"2026-03-12 06:01:12","2026-05-04 17:56:53"
94,accessory_yubi_15,破毒のリング,"Ring of Immunity",accessory,指アクセサリー,指,,,,2,,,3,,,,,"毒の攻撃に 強くなる へびを模した指輪","[""どくガード+50%""]","[""毒＆猛毒ガード+5%"", ""毒＆猛毒ガード+10%"", ""しゅび力+1"", ""しゅび力+2""]","[""スカラベキングのレアドロ"", ""ヒョウモンダークのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-10.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-10.php,"2026-03-12 06:01:14","2026-05-04 17:56:53"
95,accessory_yubi_16,理性のリング,"Ring of Clarity",accessory,指アクセサリー,指,,,,2,,,3,,,,,"混乱の攻撃に 強くなる 魔法の指輪","[""混乱ガード+50%""]","[""混乱ガード+5%"", ""混乱ガード+10%"", ""しゅび力+1"", ""しゅび力+2""]","[""アルケミストンのレアドロ"", ""ドルイドのレアドロ"", ""マッドレインボーのレアドロ"", ""よろいのきしのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-11.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-11.php,"2026-03-12 06:01:17","2026-05-04 17:56:53"
96,accessory_yubi_17,破幻のリング,"Ring of Truth",accessory,指アクセサリー,指,,,,2,,,3,,,,,"幻惑の攻撃に 強くなる 奇妙な装飾の指輪","[""幻惑ガード+50％""]","[""幻惑ガード+5%"", ""幻惑ガード+10%"", ""しゅび力+1"", ""しゅび力+2""]","[""エビルホークのレアドロ"", ""スーパーテンツクのレアドロ"", ""ダークプラネットのレアドロ"", ""デザートデーモンのレアドロ"", ""プロメテモスのレアドロ"", ""モテモテのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-12.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-12.php,"2026-03-12 06:01:19","2026-05-04 17:56:53"
97,accessory_yubi_18,破呪のリング,"Ring of Riddance",accessory,指アクセサリー,指,,,,2,,,3,,,,,"呪いの攻撃に 強くなる 聖なる指輪","[""呪いガード+50%""]","[""呪いガード+5%"", ""呪いガード10%"", ""しゅび力+1"", ""しゅび力+2""]","[""アスラ王のレアドロ"", ""ダークシルフのレアドロ"", ""ブロンドボーイのレアドロ"", ""ろうごくのぬしのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-13.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-13.php,"2026-03-12 06:01:21","2026-05-04 17:56:53"
98,accessory_yubi_19,まんげつリング,"Full Moon Ring",accessory,指アクセサリー,指,,,,2,,,3,,,,,"マヒの攻撃に 強くなる 清らかな指輪","[""マヒガード+50%""]","[""マヒガード+5%"", ""マヒガード+10%"", ""しゅび力+1"", ""しゅび力+2""]","[""なげきムーンのレアドロ"", ""ヘルゴーストのレアドロ"", ""ムーンキメラのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-yubi-14.jpg,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-14.php,"2026-03-12 06:01:23","2026-05-04 17:56:53"
