id,item_id,name,name_en,item_kind,slot,accessory_type,equip_level,weight,attack,defense,max_hp,max_mp,charm,agility,dexterity,magic_attack,healing_power,description,effects_json,synthesis_effects_json,obtain_methods_json,image_url,source_url,detail_url,created_at,updated_at
139,accessory_monsyou_3,アガレスの紋章,"Agares Crest",accessory,紋章,紋章,,,,,10,,,,,5,,"攻撃魔力と 最大HPが上がる 魔神の紋章",[],"[""こうげき魔力とすばやさ+1"", ""こうげき魔力とすばやさ+2"", ""こうげき魔力とすばやさ+3"", ""こうげき魔力とすばやさ+4"", ""こうげき魔力とすばやさ+5"", ""こうげき魔力ときようさ+1"", ""こうげき魔力ときようさ+2"", ""こうげき魔力ときようさ+3"", ""こうげき魔力ときようさ+4"", ""こうげき魔力ときようさ+5"", ""こうげき魔力としゅび力+1"", ""こうげき魔力としゅび力+2"", ""こうげき魔力としゅび力+3"", ""こうげき魔力としゅび力+4"", ""こうげき魔力としゅび力+5""]","[""万魔の塔の報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-monsyou-3.jpg,https://draquex.com/akuse/0-monsyou.php,https://draquex.com/akuse/akuse-monsyou-3.php,"2026-03-12 06:07:18","2026-05-04 17:56:53"
140,accessory_monsyou_4,アガレスの大紋章,"Agares Sigil",accessory,紋章,紋章,,,,5,10,,,5,5,5,,"攻撃魔力と 最大HPが上がる 魔神の大紋章",[],"[{""note"": null, ""text"": ""こうげき魔力とすばやさ+3""}, {""note"": null, ""text"": ""こうげき魔力とすばやさ+4""}, {""note"": null, ""text"": ""こうげき魔力とすばやさ+5""}, {""note"": null, ""text"": ""こうげき魔力ときようさ+3""}, {""note"": null, ""text"": ""こうげき魔力ときようさ+4""}, {""note"": null, ""text"": ""こうげき魔力ときようさ+5""}, {""note"": null, ""text"": ""こうげき魔力としゅび力+3""}, {""note"": null, ""text"": ""こうげき魔力としゅび力+4""}, {""note"": null, ""text"": ""こうげき魔力としゅび力+5""}]","[{""note"": null, ""text"": ""万魔の塔の報酬""}]",https://draquex.com/akuse/../assets/img-akuse/akuse-monsyou-8.jpg,https://draquex.com/akuse/0-monsyou.php,https://draquex.com/akuse/akuse-monsyou-8.php,"2026-03-12 06:07:21","2026-05-05 05:37:24"
141,accessory_monsyou_5,ブエルの紋章,"Buer Crest",accessory,紋章,紋章,,,,,10,,,,,,5,"回復魔力と 最大HPが上がる 魔神の紋章",[],"[""かいふく魔力とすばやさ+1"", ""かいふく魔力とすばやさ+2"", ""かいふく魔力とすばやさ+3"", ""かいふく魔力とすばやさ+4"", ""かいふく魔力とすばやさ+5"", ""かいふく魔力ときようさ+1"", ""かいふく魔力ときようさ+2"", ""かいふく魔力ときようさ+3"", ""かいふく魔力ときようさ+4"", ""かいふく魔力ときようさ+5"", ""かいふく魔力としゅび力+1"", ""かいふく魔力としゅび力+2"", ""かいふく魔力としゅび力+3"", ""かいふく魔力としゅび力+4"", ""かいふく魔力としゅび力+5""]","[""万魔の塔の報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-monsyou-4.jpg,https://draquex.com/akuse/0-monsyou.php,https://draquex.com/akuse/akuse-monsyou-4.php,"2026-03-12 06:07:23","2026-05-04 17:56:53"
142,accessory_monsyou_6,ブエルの大紋章,"Buer Sigil",accessory,紋章,紋章,,,,5,10,,,5,5,,5,"回復魔力と 最大HPが上がる 魔神の大紋章",[],"[""かいふく魔力とすばやさ+3"", ""かいふく魔力とすばやさ+4"", ""かいふく魔力とすばやさ+5"", ""かいふく魔力ときようさ+3"", ""かいふく魔力ときようさ+4"", ""かいふく魔力ときようさ+5"", ""かいふく魔力としゅび力+3"", ""かいふく魔力としゅび力+4"", ""かいふく魔力としゅび力+5""]","[""万魔の塔の報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-monsyou-9.jpg,https://draquex.com/akuse/0-monsyou.php,https://draquex.com/akuse/akuse-monsyou-9.php,"2026-03-12 06:07:26","2026-05-04 17:56:53"
143,accessory_monsyou_7,アモンの紋章,"Amon Crest",accessory,紋章,紋章,,3,,5,10,,,5,5,,,"おもさと 最大HPが上がる 魔神の紋章",[],"[""おもさとすばやさ+1"", ""おもさとすばやさ+2"", ""おもさとすばやさ+3"", ""おもさとすばやさ+4"", ""おもさとすばやさ+5"", ""おもさときようさ+1"", ""おもさときようさ+2"", ""おもさときようさ+3"", ""おもさときようさ+4"", ""おもさときようさ+5"", ""おもさとしゅび力+1"", ""おもさとしゅび力+2"", ""おもさとしゅび力+3"", ""おもさとしゅび力+4"", ""おもさとしゅび力+5""]","[""万魔の塔の報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-monsyou-6.jpg,https://draquex.com/akuse/0-monsyou.php,https://draquex.com/akuse/akuse-monsyou-6.php,"2026-03-12 06:07:28","2026-05-04 17:56:53"
144,accessory_monsyou_8,アモンの大紋章,"Amon Sigil",accessory,紋章,紋章,,3,,5,10,,,5,5,,,"おもさと 最大HPが上がる 魔神の大紋章",[],"[""おもさとすばやさ+3"", ""おもさとすばやさ+4"", ""おもさとすばやさ+5"", ""おもさときようさ+3"", ""おもさときようさ+4"", ""おもさときようさ+5"", ""おもさとしゅび力+3"", ""おもさとしゅび力+4"", ""おもさとしゅび力+5""]","[""万魔の塔の報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-monsyou-11.jpg,https://draquex.com/akuse/0-monsyou.php,https://draquex.com/akuse/akuse-monsyou-11.php,"2026-03-12 06:07:34","2026-05-04 17:56:53"
145,accessory_monsyou_9,グレモリーの紋章,"Gremory Crest",accessory,紋章,紋章,,,,,10,,3,,,,,"おしゃれさと 最大HPが上がる 魔神の紋章",[],"[""おしゃれさとすばやさ+1"", ""おしゃれさとすばやさ+2"", ""おしゃれさとすばやさ+3"", ""おしゃれさとすばやさ+4"", ""おしゃれさとすばやさ+5"", ""おしゃれさときようさ+1"", ""おしゃれさときようさ+2"", ""おしゃれさときようさ+3"", ""おしゃれさときようさ+4"", ""おしゃれさときようさ+5"", ""おしゃれさとしゅび力+1"", ""おしゃれさとしゅび力+2"", ""おしゃれさとしゅび力+3"", ""おしゃれさとしゅび力+4"", ""おしゃれさとしゅび力+5""]","[""万魔の塔の報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-monsyou-5.jpg,https://draquex.com/akuse/0-monsyou.php,https://draquex.com/akuse/akuse-monsyou-5.php,"2026-03-12 06:07:38","2026-05-04 17:56:53"
146,accessory_monsyou_10,グレモリーの大紋章,"Gremory Sigil",accessory,紋章,紋章,,,,5,10,,3,5,5,,,"おしゃれさと 最大HPが上がる 魔神の大紋章",[],"[""おしゃれさとすばやさ+3"", ""おしゃれさとすばやさ+4"", ""おしゃれさとすばやさ+5"", ""おしゃれさときようさ+3"", ""おしゃれさときようさ+4"", ""おしゃれさときようさ+5"", ""おしゃれさとしゅび力+3"", ""おしゃれさとしゅび力+4"", ""おしゃれさとしゅび力+5""]","[""万魔の塔の報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-monsyou-10.jpg,https://draquex.com/akuse/0-monsyou.php,https://draquex.com/akuse/akuse-monsyou-10.php,"2026-03-12 06:07:40","2026-05-04 17:56:53"
147,accessory_monsyou_11,はじまりの紋章,"Origin Crest",accessory,紋章,紋章,,,,,1,1,1,,,,,"最大HPと 最大MPが上がる 紋章",[],"[""さいだいHP+1"", ""さいだいMP+1"", ""おしゃれさ+1""]","[""ヴェリのアクセ屋5000G""]",https://draquex.com/akuse/../assets/img-akuse/akuse-monsyou-1.jpg,https://draquex.com/akuse/0-monsyou.php,https://draquex.com/akuse/akuse-monsyou-1.php,"2026-03-12 06:07:46","2026-05-04 17:56:53"
148,accessory_akasi_1,魔人の勲章,"Ruin's Medal",accessory,職業の証,証,,2,3,5,,,,,,,,"攻撃後まれに テンション上がる 重厚感のある勲章","[""攻撃時2.0%でためる""]","[""攻撃時ためる+0.5%"", ""攻撃時ためる+1.0%"", ""おもさ+2"", ""きようさ+4""]","[""暗黒の魔人の討伐報酬"", ""銀のフェザーチップ4枚"", ""アスフェルド光章20個""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-1.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-1.php,"2026-03-12 06:08:37","2026-05-04 17:56:53"
149,accessory_akasi_2,夢幻魔王の勲章,"Dread Fiend's Seal",accessory,職業の証,証,,6,5,10,,,,,8,,,"攻撃時ためやすく テンション高いと ダメージ増す勲章","[""攻撃時4.0%でためる"", ""テンション時魔物にダメージ+100""]","[""行動時1.0%テンション消費なし"", ""行動時1.5%テンション消費なし"", ""行動時2.0%テンション消費なし"", ""テンション時魔物にダメージ+10"", ""テンション時魔物にダメージ+20"", ""テンション時魔物にダメージ+30""]","[""ムドーの討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-26.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-26.php,"2026-03-12 06:08:41","2026-05-04 17:56:53"
150,accessory_akasi_3,忠義の勲章,"Loyalty Medal",accessory,職業の証,証,,,,,4,,,,10,,,"会心の一撃の ダメージが上がる 誉れ高い武人の証","[""会心&呪文暴走追加ダメージ+30(試合無効)""]","[""会心率と暴走率+0.2%"", ""会心率と暴走率+0.5%"", ""さいだいHP+2"", ""さいだいHP+3"", ""きようさ+4"", ""きようさ+5""]","[""ギュメイ将軍の討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-2.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-2.php,"2026-03-12 06:08:45","2026-05-04 17:56:53"
151,accessory_akasi_4,ガナン帝国の勲章,"Gittish Medal",accessory,職業の証,証,,,5,,10,,,,,5,,"会心と呪文暴走の ダメージが上がる ガナン帝国の証","[""会心率と呪文暴走率+1.0%"", ""会心と暴走ダメージ+35(試合無効)"", ""きようそ+20""]","[""さいだいHP+1"", ""さいだいHP+2"", ""会心と暴走ダメージ+1"", ""会心と暴走ダメージ+3"", ""会心と暴走ダメージ+5""]","[""帝国三将軍の討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-24.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-24.php,"2026-03-12 06:08:47","2026-05-04 17:56:53"
152,accessory_akasi_5,邪教司祭の勲章,"Magus Medal",accessory,職業の証,証,,,5,,19,,,,25,5,,"会心と呪文暴走の ダメージが上がる 邪教の大司祭の証","[""会心率と呪文暴走率+1.5%"", ""会心と暴走時魔物にダメージ+50""]","[""会心と暴走時魔物にダメージ+1"", ""会心と暴走時魔物にダメージ+3"", ""会心と暴走時魔物にダメージ+5"", ""会心と暴走時魔物にダメージ+7"", ""会心と暴走時魔物にダメージ+10""]","[""エビルプリーストの討伐報酬""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-29.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-29.php,"2026-03-12 06:08:49","2026-05-04 17:56:53"
153,accessory_akasi_6,絆のエンブレム,"Bonding Emblem",accessory,職業の証,証,,,,,,,,,,,,"主人との絆の証 仲間モンスター 専用のエンブレム","[""なつき度により主人に絆の力発動"", ""絆時100%ためる""]","[""絆時30％で主人にバイシオン"", ""絆時30％で主人にスカラ"", ""絆時30％で主人に聖女の守り"", ""絆時30％で主人に弓聖の守り星"", ""絆時30％で主人にマホステ"", ""絆時30％で主人にまもりのきり"", ""絆時30％で主人のHP100回復"", ""絆時30％で主人のMP20回復""]","[""モンスターバトルロード景品（5000枚）""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-3.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-3.php,"2026-03-12 06:08:52","2026-03-31 07:36:47"
154,accessory_akasi_7,絆のエンブレム改,"Uber Bonding Emblem",accessory,職業の証,証,,,,,,,,,,,,"更に強い絆の証 仲間モンスター 専用のエンブレム","[""なつき度により主人に絆の力発動"", ""絆時100%ためる""]","[""絆時50％で主人にバイキルト"", ""絆時50％で主人に2回スカラ"", ""絆時50％で主人に聖女の守り"", ""絆時50％で主人に聖なる祈り"", ""絆時50％で主人に弓聖の守り星"", ""絆時50％で主人に早詠みのつえ"", ""絆時50％で主人に魔力かくせい"", ""絆時50％で主人にマホステ"", ""絆時50％で主人にまもりのきり"", ""絆時50％で主人のHP100回復"", ""絆時50％で主人のMP20回復""]","[""モンスターバトルロード景品（10000枚）""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-4.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-4.php,"2026-03-12 06:08:54","2026-03-31 07:36:47"
155,accessory_akasi_8,戦士の証,"Soldier's Medal",accessory,職業の証,証,,,,,,,,,,,,"たまに 2回攻撃できる 戦士のメダル","[""たまに2回攻撃できる"", ""たまに同じ特技を2回使う""]","[""合成できない""]","[""戦士の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-5.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-5.php,"2026-03-12 06:08:57","2026-03-31 07:36:47"
156,accessory_akasi_9,僧侶の証,"Lifesaving Medal",accessory,職業の証,証,,,,,,,,,,,,"死の寸前にたまに HP1で生き残る 僧侶のメダル","[""たまにHP1で生き残る""]","[""合成できない""]","[""僧侶の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-6.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-6.php,"2026-03-12 06:09:00","2026-03-31 07:36:47"
157,accessory_akasi_10,魔法使いの証,"Mager Achievement",accessory,職業の証,証,,,,,,,,,,,,"たまに2回連続で 呪文を唱えられる 魔法使いのメダル","[""たまに同じ呪文が2回唱えられる""]","[""合成できない""]","[""魔法使いの職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-7.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-7.php,"2026-03-12 06:09:03","2026-03-31 07:36:47"
158,accessory_akasi_11,武闘家の証,"Mercury Prize",accessory,職業の証,証,,,,,,,,,,,,"攻撃を受けた際 たまにやり返す 武闘家のメダル","[""たまに敵の攻撃を受けながし攻撃""]","[""合成できない""]","[""武闘家の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-8.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-8.php,"2026-03-12 06:09:05","2026-03-31 07:36:47"
159,accessory_akasi_12,盗賊の証,"Honor Among Thieves",accessory,職業の証,証,,,,,,,,,,,,"アイテムを自動で ぬすむことがある 盗賊のメダル","[""たまにアイテムをぬすむ""]","[""合成できない""]","[""盗賊の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-9.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-9.php,"2026-03-12 06:09:09","2026-03-31 07:36:47"
160,accessory_akasi_13,旅芸人の証,"Best Actor",accessory,職業の証,証,,,,,,,,,,,,"獲得ゴールドが 多めに手に入る 旅芸人のメダル","[""戦闘で獲得するゴールドが増える""]","[""合成できない""]","[""旅芸人の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-10.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-10.php,"2026-03-12 06:09:21","2026-03-31 07:36:47"
161,accessory_akasi_14,バトルマスターの証,"Gladiator's Grant",accessory,職業の証,証,,,,,,,,,,,,"攻撃を受けて時々 テンションが上がる バトマスのメダル","[""たまにダメージを受けてテンションアップ""]","[""合成できない""]","[""バトルマスターの職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-11.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-11.php,"2026-03-12 06:09:23","2026-03-31 07:36:47"
162,accessory_akasi_15,パラディンの証,"Order of Chivalry",accessory,職業の証,証,,,,,,,,,,,,"攻撃を防ぐと たまにマヒさせる パラディンメダル","[""ガード時たまに相手をマヒさせる""]","[""合成できない""]","[""パラディンの職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-12.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-12.php,"2026-03-12 06:09:25","2026-03-31 07:36:47"
163,accessory_akasi_16,魔法戦士の証,"Combat Action Medal",accessory,職業の証,証,,,,,,,,,,,,"攻撃すると 時々MP回復する 魔法戦士のメダル","[""たまに攻撃時MP回復"", ""たまに攻撃時MP回復の回復量アップ""]","[""合成できない""]","[""魔法戦士の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-13.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-13.php,"2026-03-12 06:09:27","2026-03-31 07:36:47"
164,accessory_akasi_17,レンジャーの証,"Medal of Freedom",accessory,職業の証,証,,,,,,,,,,,,"不意をつく 確率が上がる レンジャーメダル","[""不意をつく確率アップ""]","[""合成できない""]","[""レンジャーの職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-14.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-14.php,"2026-03-12 06:09:30","2026-03-31 07:36:47"
165,accessory_akasi_18,賢者の証,"Legion of Merit",accessory,職業の証,証,,,,,,,,,,,,"呪文を受けた時 時々MP回復する 賢者のメダル","[""呪文を受けた時たまにMP回復""]","[""合成できない""]","[""賢者の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-15.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-15.php,"2026-03-12 06:09:37","2026-03-31 07:36:47"
166,accessory_akasi_19,スーパースターの証,Noscar,accessory,職業の証,証,,,,,,,,,,,,"お金を使う特技の 消費量と威力が 上昇するメダル","[""ゴールド使う特技のゴールド消費量アップ"", ""ゴールドを使う特技の威力アップ""]","[""合成できない""]","[""スーパースターの職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-16.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-16.php,"2026-03-12 06:09:40","2026-03-31 07:36:47"
167,accessory_akasi_20,まもの使いの証,"Monster Medal",accessory,職業の証,証,,,,,,,,,,,,"転生モンスターに 会いやすくなる まもの使いメダル","[""転生モンスター出現率1.1倍""]","[""合成できない""]","[""まもの使いの職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-17.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-17.php,"2026-03-12 06:09:42","2026-03-31 07:36:47"
168,accessory_akasi_21,どうぐ使いの証,"Metal of Honor",accessory,職業の証,証,,,,,,,,,,,,"メタルな魔物に 会いやすくなる どうぐ使いメダル","[""メタル系モンスター出現率1.1倍""]","[""合成できない""]","[""どうぐ使いの職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-18.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-18.php,"2026-03-12 06:09:44","2026-03-31 07:36:47"
169,accessory_akasi_22,踊り子の証,"The Dance Award",accessory,職業の証,証,,,,,,,,,,,,"バトル中まれに すぐ行動できる 踊り子のメダル","[""1.0%で行動ターンを消費しない""]","[""合成できない""]","[""踊り子の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-19.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-19.php,"2026-03-12 06:09:46","2026-03-31 07:36:47"
170,accessory_akasi_23,占い師の証,"Visionary Award",accessory,職業の証,証,,,,,,,,,,,,"タロット使用時の テンション消費減 占い師のメダル","[""タロットでたまにテンションを消費しない""]","[""合成できない""]","[""占い師の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-20.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-20.php,"2026-03-12 06:09:49","2026-03-31 07:36:47"
171,accessory_akasi_24,天地雷鳴士の証,"Theurgy Trophy",accessory,職業の証,証,,,,,,,,,,,,"まれにMPを 消費しない 天地雷鳴士メダル","[""MP消費しない率+2.0%""]","[""合成できない""]","[""天地雷鳴士の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-21.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-21.php,"2026-03-12 06:09:51","2026-03-31 07:36:47"
172,accessory_akasi_25,遊び人の証,"Comedy Prize",accessory,職業の証,証,,,,,,,,,,,,"きまぐれが起こる 確率が上がる 遊び人のメダル","[""きまぐれが起こる確率が上がる""]","[""合成できない""]","[""遊び人の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-23.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-23.php,"2026-03-12 06:09:54","2026-03-31 07:36:47"
173,accessory_akasi_26,デスマスターの証,"Death Certificate",accessory,職業の証,証,,,,,,,,,,,,"デスパワーを たまに消費しない デスマスのメダル","[""デスパワーをたまに消費しない""]","[""合成できない""]","[""デスマスターの職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-25.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-25.php,"2026-03-12 06:09:56","2026-03-31 07:36:47"
174,accessory_akasi_27,魔剣士の証,"Devil's Advocate",accessory,職業の証,証,,,,,,,,,,,,"魔の波動が ためやすくなる 魔剣士のメダル","[""魔の波動がためやすくなる(試合無効)""]","[""合成できない""]","[""魔剣士の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-27.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-27.php,"2026-03-12 06:09:59","2026-03-31 07:36:47"
175,accessory_akasi_28,海賊の証,"The Pirate's Code",accessory,職業の証,証,,,,,,,,,,,,"銃撃時たまに テンションを保つ 海賊のメダル","[""銃撃時たまにテンション維持(試合無効)""]","[""合成できない""]","[""海賊の職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-28.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-28.php,"2026-03-12 06:10:01","2026-03-31 07:36:47"
176,accessory_akasi_29,ガーディアンの証,"Protector's Pin",accessory,職業の証,証,,,,,,,,,,,,"死の寸前にたまに HP1で生き残る 守護騎士のメダル","[""たまにHP1で生き残る(試合無効)""]","[""合成できない""]","[""ガーディアンの職業クエストを5話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-30.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-30.php,"2026-03-12 06:10:03","2026-03-31 07:36:47"
177,accessory_akasi_30,竜術士の証,"Dragon Breadth",accessory,職業の証,証,,,,,,,,,,,,"呪文発動速度が わずかに上がる 竜術士のメダル","[""呪文発動速度+1%""]","[""合成できない""]","[""竜術士の職業クエストを6話までクリアする""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-31.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-31.php,"2026-03-12 06:10:06","2026-03-31 07:36:47"
178,accessory_akasi_31,万能の証,"Proof of All",accessory,職業の証,証,,,,,,,,,,,,"今まで入手した どんな証にでも 変身できる証","[""-""]","[""合成できない""]","[""娯楽島ラッカランのオーナーの館2階にいるまとめ屋タバネにもらう""]",https://draquex.com/akuse/../assets/img-akuse/akuse-akasi-22.jpg,https://draquex.com/akuse/0-akasi.php,https://draquex.com/akuse/akuse-akasi-22.php,"2026-03-12 06:10:08","2026-03-31 07:36:47"
179,accessory_kokoro_1,旅立ちのこころ,"Heart of Departure",accessory,こころ,こころ,,,,,1,1,,,,,,"お店で購入できる とりあえず 装備したいこころ",[],,,https://draquex.com/akuse/../assets/img-akuse/akuse-kokoro-1.jpg,https://draquex.com/akuse/0-kokoro.php,https://draquex.com/akuse/akuse-kokoro-1.php,"2026-03-12 06:11:11","2026-05-04 17:56:53"
181,hakaishin,破壊神の眼甲,"Wrecking Wear",accessory,顔アクセサリー,顔,,,,20,15,,2,,,,,"ドラゴンビートの
発動をうながす
まがまがしい仮面","[""敵を倒すと"", ""45%でためる""]","[""さいだいHP+2"", ""味方死亡時 2%で聖女の守り"", ""味方死亡時 1%で聖女の守り"", ""味方死亡時 2%でためる"", ""味方死亡時 1%でためる""]",[],,,,"2026-03-15 06:18:20","2026-05-04 17:56:53"
